Server zonk	General Aspect
scan produk g bisa	Functionality and Perfomance
tampilan simpel	User Interface
scan langsung muncul	Functionality and Perfomance
Aplikasinya failed connect to server	Functionality and Perfomance
aplikasi tolol	General Aspect
loading terus	Functionality and Perfomance
aplikasi no iklan	Functionality and Perfomance
pelayanannya memuaskan	Out of Aspect
Apk gk bisa di pakai	Functionality and Perfomance
aplikasi tidak bisa di gunakan	Functionality and Perfomance
memperluas wawasan Sangat membantu	User Experince
Aplikasi loading terus	Functionality and Perfomance
Apknya ga bagus	General Aspect
Tracking plat nomor gak ke detek	Functionality and Perfomance
log in gak bisa	Functionality and Perfomance
Aplikasi Bermanfaat	User Experince
app gagal muluk	Functionality and Perfomance
aplikasi Menyulitkan masyarakat	User Experince
notifikasi mohon munculkan	User Experince
Aplikasi gak berguna	User Experince
liat pembayaran gak bisa	Functionality and Perfomance
apk ga bisa di pake	Functionality and Perfomance
Aolikasi errorr	Functionality and Perfomance
reset password tidak bisa	Functionality and Perfomance
perbarui ruwet	Support and Updates
akun log out sendiri	Functionality and Perfomance
Tim Developer sudah membuatkan Aplikasi manfaat ini	Support and Updates
scanning Tidak bisa	Functionality and Perfomance
lemot banget	Functionality and Perfomance
aplikasi gak bisa di buka	Functionality and Perfomance
scan kagak kedetec	Functionality and Perfomance
nomor Hilang	Security
kode gak di kirim kirim ke email	Functionality and Perfomance
sertifikat belum muncul	Functionality and Perfomance
masuk gak bisa	Functionality and Perfomance
aplikasinya nyusahin	General Aspect
Aplikasi sampah	Functionality and Perfomance
daftar Tidak bisa	Functionality and Perfomance
diupgrade layarnya jadi putihh	Support and Updates
Apliaksi tidak berguna	General Aspect
Aplikasi GK jelas bngttt	General Aspect
download lama sekali	Functionality and Perfomance
aplikasinya bagus	Out of Aspect
download mentok di logo	Functionality and Perfomance
aplikasi no lag	Functionality and Perfomance
bayar pajak ribet	User Experince
eror terus	Functionality and Perfomance
APLIKASI MACAM APA INI	General Aspect
laporan tidak diterima	Support and Updates
server tidak konek	Functionality and Perfomance
Aplikasi payah	General Aspect
MASUK GABISA	Functionality and Perfomance
MASUK GABISA	Functionality and Perfomance
Aplikasi ga jelas	General Aspect
Loadingnya kebangetan	General Aspect
aps Nggak membantu	General Aspect
apk ga bisa d gunakan	Functionality and Perfomance
server tidak bisa terhubung	Functionality and Perfomance
APK KAGAK GUNA	General Aspect
aplikasinya diperbaiki	Functionality and Perfomance
barcode gk bisa	Functionality and Perfomance
App gak bisa di pake	Functionality and Perfomance
tampilan bikin pusing	User Interface
aplikasinya benerin	Functionality and Perfomance
log in Tidak bisa	Functionality and Perfomance
cek PKB GK bisa	Functionality and Perfomance
Aplikasi ngabisin kuota	General Aspect
cek pajak ga bisa di gunakan	Functionality and Perfomance
apknya bnyak banget minusnya	General Aspect
masuk belom bisa	Functionality and Perfomance
DAFTAR GA BISA	Functionality and Perfomance
Apk lemot	Functionality and Perfomance
DAFTAR GA BISA	Functionality and Perfomance
aplikasi blm maksimal	User Experince
Aplikasi kagak ada gunanya	User Experince
cek Ga bisa	Functionality and Perfomance
Aplikasi sangat hebat	General Aspect
Jakwifi gak bisa di pakai	Functionality and Perfomance
aplikasi ga bisa di pake	Functionality and Perfomance
Apk gila	General Aspect
verifikasi Ga bs	Functionality and Perfomance
Aplikasi lelet	Functionality and Perfomance
apk berat sangat	Functionality and Perfomance
upload file tidak bisa	Functionality and Perfomance
Aplikasi macam apa	Out of Aspect
ngurus surat kematian dipersulit	User Experince
Aplikasinya bermanfaat banget	General Aspect
barcodenya muter2	Functionality and Perfomance
Kartu vaksin hilang	Functionality and Perfomance
server gak terhubung	Functionality and Perfomance
Pelayanan lancar	Out of Aspect
server tidak konek	Functionality and Perfomance
nge scan selalu burem	Functionality and Perfomance
scenc tidk terdeksii	Functionality and Perfomance
update mandek ditengah jalan	Support and Updates
ngecek produk sangat membantu	User Experince
apk gajels	General Aspect
login susah	Functionality and Perfomance
aplikasi berguna banget	User Experince
apk gabisa di pake	General Aspect
Aplikasi simpelmantap	General Aspect
sistem Tolong perbaiki	Functionality and Perfomance
Aplikasinya sangat membantu	General Aspect
aplikasi makin ngawurrr	General Aspect
pemeliharaan sistem suka lag	Support and Updates
Jogja smart service sangat membantu	User Experince
Pelayanan lancar	Out of Aspect
sinyalnya Agak susah	Out of Aspect
Aplikasi gak jelas bangeeetttttttt	General Aspect
bikin pasword susah bget	Functionality and Perfomance
apkny uninstall saja	General Aspect
apk Semakin dimudahkan	User Experince
scan Makin parah	Functionality and Perfomance
Update masih Ngleg	Support and Updates
Apk gk jelas	General Aspect
cek hasil tidak ada	Functionality and Perfomance
apk aneh	General Aspect
aplikasi jelek bangett	General Aspect
apk payah	General Aspect
Aplikasinya sangat mudah digunakan	User Experince
buka enggak bisa	Functionality and Perfomance
buka susah	User Experince
server Tidak dapat terhubung	Functionality and Perfomance
cek kode pembayaran Gak bisa	Functionality and Perfomance
Aplikasi sangat bermanfaat	General Aspect
App ga berfungsi	Functionality and Perfomance
pinjem gabisa	Functionality and Perfomance
cek pajak kendaraan tidak bisa	Functionality and Perfomance
buka enggak bisa	Functionality and Perfomance
INFONYA KURANG TRANSPARAN	Out of Aspect
respon sangat lama	Out of Aspect
APLIKASI BENERIN LAGI	Functionality and Perfomance
buka Susah	Functionality and Perfomance
Scan barcode bermasalah	Functionality and Perfomance
unduh sertifikasi selalu gagal	Functionality and Perfomance
aplikasi Gak bisa akses bayar pajak	Functionality and Perfomance
login Gabisa	Functionality and Perfomance
Updte nmbh jelk	Support and Updates
bukaa susah	Functionality and Perfomance
responnya cepet	Functionality and Perfomance
tampilannya beda	User Interface
meng instal Tidak dapat	Functionality and Perfomance
cek pkb ga bisa	Functionality and Perfomance
discan lama	Functionality and Perfomance
updating cannot send reports	Support and Updates
Cek barcode loadingnya lama	Functionality and Perfomance
server tidak tersambung	Functionality and Perfomance
buka gabisa	Functionality and Perfomance
scan barcode tolong diperbaiki	Functionality and Perfomance
nomor gak bisa	Functionality and Perfomance
aplikasi gak usah bikin beban	General Aspect
Aplikasi ga berfungsi	Functionality and Perfomance
Apk tidak berguna	General Aspect
Scanning muter2 terus	Functionality and Perfomance
presensi kesulitan	Functionality and Perfomance
Aplikasi gapungsi	Functionality and Perfomance
loding lama	Functionality and Perfomance
masuk Gabisa	Functionality and Perfomance
Aplikasinya taii	General Aspect
Aplikasi TAAAAIIIKKK	General Aspect
Aplikasi aneh	General Aspect
scan qr code langsung muncul	Functionality and Perfomance
loging ga masuk2	Functionality and Perfomance
cek pembayaran pajak tidak bisa	Functionality and Perfomance
Aplikasi jelek banget	General Aspect
login GK bisa	Functionality and Perfomance
Aplikasi terbaik	General Aspect
aplikasi lemot	Functionality and Perfomance
di gunakan Tidak bisa	Functionality and Perfomance
pembayaran pajak kendaraan Memudahkan	Functionality and Perfomance
Aplikasi goblog	General Aspect
koleksinya Tolong dilengkapi	User Experince
chat admin Ga ada	User Experince
server Tidak dapat terkoneksi	Functionality and Perfomance
Aplikasi canggih	General Aspect
log in gak bisa	Functionality and Perfomance
tulisannya kecil	User Interface
Apk tidak bermutu	General Aspect
Aplikasinya ga bisa d buka	Functionality and Perfomance
server tidak masuk	Functionality and Perfomance
Lapor Ga di tanggapin	Out of Aspect
aplikasinya keluar sendiri	Functionality and Perfomance
aplikasinya ditambah lagi fiturnya	Functionality and Perfomance
Akses Lebih cepat	Functionality and Perfomance
daftar ribet	User Experince
cek berkar file hilang	Functionality and Perfomance
Aplikasi sangat jelek banget	General Aspect
daftar susah	User Experince
scan tidak bisa keluarkan hasil	Functionality and Perfomance
ERORRRRRR TEROSSS	Functionality and Perfomance
laporan ga bs	Functionality and Perfomance
log in susah	Functionality and Perfomance
SIPRAJA sangat membantu sekali	User Experince
membuat laporan request rejected	Functionality and Perfomance
tampilan semakin baik	User Interface
aplikasinya Sangat buruuuuk	General Aspect
aplikasi Parraahh	General Aspect
daftar vaksin GK bisa	Functionality and Perfomance
loding gx jelas	Functionality and Perfomance
fitur scan QR code gak bisa	Functionality and Perfomance
ngecek pajak Ga bisa di akses	Functionality and Perfomance
Daftar susah bngt	User Experince
Respon cepat	User Experince
User Interface Kurang canggih	User Interface
aplikasinya sangat membantu	User Experince
daftar gabisa masuk	Functionality and Perfomance
server lemot	Functionality and Perfomance
Aplikasi terlemot	Functionality and Perfomance
apk Bagus	General Aspect
lapor loading mulu	Functionality and Perfomance
cek pajak gak bisa	Functionality and Perfomance
apk gaje	General Aspect
Loadingnya kelamaan	Functionality and Perfomance
Pembayaran pajak cepat	Functionality and Perfomance
Aplikasi Error	Functionality and Perfomance
bayar ga bisa	Functionality and Perfomance
Apk ribet	User Experince
eror sering	Functionality and Perfomance
update gak pernah	Support and Updates
pembayaran online tidak Bisa	Functionality and Perfomance
Aplikasi sangat bermanfaat	User Experince
APK G JELASSSSS	General Aspect
System sampah	General Aspect
responnya lama banget	Out of Aspect
terhubung ke Internet tidak bisa	Functionality and Perfomance
login Ribet	User Experince
lihat kartu vaksin GK bisa	Functionality and Perfomance
Aplikasi pintar	User Experince
apk Buruk bnget	General Aspect
pengurusan surat Sangat memudahkan	Out of Aspect
akses ga bisa	Functionality and Perfomance
troble sering	Functionality and Perfomance
Aplikasinya tidak bisa digunakan dengan baik	User Experince
pengurusan akta kematian mudah	User Experince
bug Terlalu banyak	Functionality and Perfomance
apknya perbaiki lagi	Functionality and Perfomance
aplikasi tidak bisa digunakan	Functionality and Perfomance
buka Susah	User Experince
aplikasinya mutar mutar	Functionality and Perfomance
Pelayanan sangat baik	Out of Aspect
Apps lemot	Functionality and Perfomance
koneksi internet tidak ada	Functionality and Perfomance
update semakin buruk	Support and Updates
aplikasi kocak	General Aspect
ngecek gapernah bisa	Functionality and Perfomance
aplikasi Makin gak jelas	General Aspect
Akun hilang	Security
aplikasi selalu error	Functionality and Perfomance
layanan masih kurang	Out of Aspect
apk nggak pernah di benahi	Functionality and Perfomance
buka Tidak bisa	Functionality and Perfomance
daftar bekali2 tidak	Functionality and Perfomance
aplikasi puas atas kinerja seluruh pihak	General Aspect
download sertifikat vaksin gabisa	Functionality and Perfomance
cek pkb error terus	Functionality and Perfomance
update susah	Support and Updates
loading gk sudah2	Functionality and Perfomance
costumer service tidak ada	Support and Updates
performanya sangat kurang	Functionality and Perfomance
cek pajak kendaraan Payah	Functionality and Perfomance
aplikasinya diurus	General Aspect
apk sampah	General Aspect
aplikasi sangat bermanfaat	User Experince
scan Gak fungsi	Functionality and Perfomance
App ga berfungsi	Functionality and Perfomance
Pelayanan pertahankan	Out of Aspect
rumah sakitnya Nyaman	Out of Aspect
apl jlek	General Aspect
pelayanannya Istimewa	User Experince
Aplikasinya ga guna	User Experince
update Mantap	Support and Updates
respon petugas tidak gerak cepat	Out of Aspect
pake G bisa	Functionality and Perfomance
aplikasi sedikit membingungkan	User Experince
aplikasinya lag	Functionality and Perfomance
cek PKB gak bisa dipake	Functionality and Perfomance
sertifikatnya gak muncul	Functionality and Perfomance
ngecek pajak Susah	User Experince
Aplikasinya sering gangguan	Functionality and Perfomance
penyampaian keluhan praktis	User Experince
masukin kode invalied terus	Functionality and Perfomance
pelayanan Mantap sekali	User Experince
penanganan Cepat	Out of Aspect
cek no pol gagal melulu	Functionality and Perfomance
Login susah	User Experince
Akses cukup mengecewakan	Functionality and Perfomance
wa slow bgt	Support and Updates
aplikasinya loading Mulu	Functionality and Perfomance
ngurus surat kematian dipersulit	User Experince
aksenya susah	Functionality and Perfomance
Apk jelek	General Aspect
Tombol tidak bisa diklik	Functionality and Perfomance
Aplikasinya gak bisa di buka	Functionality and Perfomance
Aplikasi bermanfaat	User Experince
cek menggunakan QR selalu error	Functionality and Perfomance
aplikasi memudahkan	User Experince
aplikasi makin parah	General Aspect
APK TUTUP AJA	General Aspect
log in gk bisa	Functionality and Perfomance
login ga bisa masuk	Functionality and Perfomance
APK ANEH	General Aspect
cek pajak susah	User Experince
aplikasi mohon di perbaiki	General Aspect
aplikasinya bagus	General Aspect
koneksi interner tidak ada	Functionality and Perfomance
aplikasi gini amat	General Aspect
update Errorga bisa dibuka	Support and Updates
mengecek exp produk Tidak bisa	Functionality and Perfomance
cek kendaran ga bisa muncul	Functionality and Perfomance
Apkikasi sampah	General Aspect
cek pajak kendaraan ga bisa	Functionality and Perfomance
server tidak dapat terkoneksi	Functionality and Perfomance
login di persulit	User Experince
loading lma pollll	Functionality and Perfomance
didownload tidak bisa	Functionality and Perfomance
ngecek bayar pajak susah	User Experince
Aplikasinya ga bisa	Functionality and Perfomance
kepengurusan Sangat bermanfaat	Out of Aspect
lapor gk bs	User Experince
ngcek info pkb gak bisa	Functionality and Perfomance
app mudah digunakan	User Experince
update request rejected	Functionality and Perfomance
aplikasi gak bisa dipake	Functionality and Perfomance
masuk aplikasi Tambah sulit	Functionality and Perfomance
Aplikasi cacat	General Aspect
Loading lama bgt	Functionality and Perfomance
amplikasi sangat me Bantu	User Experince
Cek pajak nggak bisa	Functionality and Perfomance
login ribett banget	User Experince
mengidentifikasi lama sekali	Functionality and Perfomance
login di persulit banget	User Experince
download gk bisa	Functionality and Perfomance
registrasi di permudah dong	User Experince
bug harus diperbaiki	Functionality and Perfomance
apk tidak berguna	General Aspect
petugasnya ramah-ramah	Out of Aspect
Scan barcode bermasalah	Functionality and Perfomance
Aplikasi muda digunakannya	User Experince
Apk bnyak kurangnya	General Aspect
login nggak bisa	Functionality and Perfomance
Aplikasi kaga guna	User Experince
Pelayanan sngt cepat	Out of Aspect
apk nyusahin	User Experince
cek pajak kendaraan tidak dapat	Functionality and Perfomance
apk lambat loading	Functionality and Perfomance
cari produknya Lama	Functionality and Perfomance
pengaduannya cepat diupdate	General Aspect
Aplikasinya gak bisa scan	Functionality and Perfomance
aplikasinya Baguuss sekali	General Aspect
kinerja manusia perlu peningkatan lagi	Out of Aspect
log in terkendala	Functionality and Perfomance
cek PKB Gak bisa	Functionality and Perfomance
IT tolong di perbaikin	Support and Updates
Scan lama banget	Functionality and Perfomance
Sistem Pelayanan Cepat	Functionality and Perfomance
cek pajak motor gk bsa	Functionality and Perfomance
pengupload an berkas sangat cepat	Functionality and Perfomance
aplikasinya gk jelas banget	General Aspect
aplikasinya gk jelas banget	General Aspect
pusat bantuan sangant rumit	Out of Aspect
aplikasi bapuk	General Aspect
Loading ga kebuka buka	Functionality and Perfomance
Ngecek Gak bisa	Functionality and Perfomance
server ga terkoneksi	Functionality and Perfomance
respon tidak ada	Out of Aspect
pengaduannya ditangani	General Aspect
aplikasi meminimalkan waktu	User Experince
sistem online masyarakat dipermudah	User Experince
aplikasi eror	Functionality and Perfomance
cek bpom susah bgt	User Experince
pelayanannya Sangat baik	Out of Aspect
Aplikasi ngk guna	General Aspect
nomor Hilang	Security
aplikasi makin stabil	Functionality and Perfomance
ngecek pajak kendaraan ga bisa	Functionality and Perfomance
log in gak bisa	Functionality and Perfomance
server tidak dpt terkoneksi	Functionality and Perfomance
Aplikasi Mantap	General Aspect
kualitas grafik sangat buriq	User Interface
responnya sangat cepat	Support and Updates
apknya ngelg parah	Functionality and Perfomance
discan tidak dikenali	Functionality and Perfomance
Apk bangsa**	General Aspect
update gak bisa dipakai	Support and Updates
Aplikasi loading	Functionality and Perfomance
aplikasi Sangat bermanfaat sekali	User Experince
perbaiki ngk pernah	Support and Updates
Apk gembel	General Aspect
apk gabisa buka	Functionality and Perfomance
aplikasi selalu menampilkan bug	Functionality and Perfomance
bandwith ditambah	Functionality and Perfomance
data belum akurat	Security
aplikasi tdk bisa melayani	User Experince
APLIKASI GAK JELAS	General Aspect
Aplikasi SAMPAAAAAHHH	General Aspect
aplikasi rusak	General Aspect
download tidak dapat di buka	Functionality and Perfomance
masuk Kaga bisa	Functionality and Perfomance
developernya gmn si	Support and Updates
Error terus	Functionality and Perfomance
scan cepet banget	Functionality and Perfomance
petugasnya ramah	Out of Aspect
Pelayanan mantep	Out of Aspect
pelayanan ramah	User Experince
admin slow respon	Out of Aspect
cek pbb ga bisa	Functionality and Perfomance
aplikasi tidak bisa membantu	General Aspect
Aplikasi gabisa akses	Functionality and Perfomance
update malah loading trus	Functionality and Perfomance
Aplikasi Rusak	Functionality and Perfomance
aplikasi sangat mmbantu	User Experince
Pengguna antar muka ramah	User Interface
Aplikasinya sering error	Functionality and Perfomance
aplikasi tidak ada koneksi internet	Functionality and Perfomance
Aolikasi parahhhh	General Aspect
scan loading	Functionality and Perfomance
Aplikasi gajelas	General Aspect
aplikasi Loading terussssss	Functionality and Perfomance
scan produk Tidak dapat digunakan	Functionality and Perfomance
buat laporan gak bisa	Functionality and Perfomance
helpdesk gak bisa nolong	Support and Updates
cek no polisi ga bisa	Functionality and Perfomance
daftar Ga bisa	Functionality and Perfomance
aplikasi kocak	General Aspect
Informasi kesehatan berguna	User Experince
tindak lanjut abal abal	Support and Updates
log in pake kode rahasia	Functionality and Perfomance
Aplikasi Kereeen Bingits	General Aspect
Proses cepat	User Experince
aplikasi Teu jelas	General Aspect
apk diperbaiki	Functionality and Perfomance
server Tidak bisa terkoneksi	Functionality and Perfomance
sistemnya Lemot	Functionality and Perfomance
up det gak bisa sama sekali	Functionality and Perfomance
aplikasi merugikan orang lain	General Aspect
apk ngga jelas	General Aspect
buka gak bisa	Functionality and Perfomance
Apk lemot	Functionality and Perfomance
aplikasi semakin jelek	General Aspect
Aplikasinya lol	General Aspect
Aplikasi lambat banget terbuka	Functionality and Perfomance
aplikasi ga bisa ngecek expired	General Aspect
masuk ke page pintu nya banyak banget	Functionality and Perfomance
data hilang	Security
aplikasi selalu ampas	General Aspect
diaksi cepat	Out of Aspect
Aplikasi Gak bisa dibuka	Functionality and Perfomance
aplikasinya di perbaiki	General Aspect
Loading lambat	Functionality and Perfomance
aplikasinya Disposisi	General Aspect
Aplikasi low respon	Functionality and Perfomance
aplikasi ga modal	General Aspect
Pengurusan dokumen kependudukan hemat waktu dan tenaga	User Experince
verifikasi gagal terus	Functionality and Perfomance
aplikasi Enak	General Aspect
Novel nggak bisa di buka	Functionality and Perfomance
Aplikasi banyak manfaat	User Experince
Aplikasinya simpel	User Experince
tindakan teramat lama	Out of Aspect
Erorr terus	Functionality and Perfomance
mengaksesnya gak bisa	Functionality and Perfomance
mendaftar dicoba berulang	Functionality and Perfomance
Apk unsucselful	Functionality and Perfomance
apl ga berfungsi	Functionality and Perfomance
bookmark tidak bisa	Functionality and Perfomance
laporan sangat lambat	Out of Aspect
scan tidak bisa muncul	Functionality and Perfomance
Sambara butut	General Aspect
daftar free hotspot susah	Functionality and Perfomance
buka sudah bisa	Functionality and Perfomance
akses Ga bisa	Functionality and Perfomance
Aplikasi tidak bisa dipake	Functionality and Perfomance
aplikasinya Makin tingkatkan lagi kualitas	General Aspect
tampilan Kaga bisa di gunain	User Interface
aplikasinya error	Functionality and Perfomance
Ngecek pembayaran gak bisa	Functionality and Perfomance
Apk tidak membantu	User Experince
koneksi ilang mulu	Functionality and Perfomance
loading lama banget	Functionality and Perfomance
laporan tidak diterima	Support and Updates
app bikin kesal orang	User Experince
Pelayanan tidak memuaskan	Out of Aspect
app close sendiri	Functionality and Perfomance
download gak bisa	Functionality and Perfomance
aplikasi sakti	General Aspect
login dipersulit	Functionality and Perfomance
update selalu	Support and Updates
daftar akun error terus	Functionality and Perfomance
aplikasinya gak bisa dipake	Functionality and Perfomance
daftar susah bngt	User Experince
Aplikasi log out trus	Functionality and Perfomance
App informative	User Experince
pelayanannya mantab	Out of Aspect
app eror terus	Functionality and Perfomance
rumah sakitnya Bersih	Out of Aspect
update tidak bisa di bukanya	Support and Updates
aplikasinya bapuk amat	General Aspect
email ga kelar	Functionality and Perfomance
responnya lama banget	Out of Aspect
masuk ga bs	Functionality and Perfomance
Aplikasi penuh manfaat	User Experince
Aplikasi belum bisa melihat data kendaraan	Functionality and Perfomance
Pelayanannya nggak bisa sat set	User Experince
pelayanan puas	Out of Aspect
Aplikasinya gk bisa di pake	Functionality and Perfomance
respon gak ada	Support and Updates
Info akurat	Out of Aspect
apk gak bisa buka	Functionality and Perfomance
daftar gak bisa	Functionality and Perfomance
Aplikasi mutar2 terus	Functionality and Perfomance
Hasilnya muter2 aja	Functionality and Perfomance
Pelayanan tidak memuaskan	Out of Aspect
aplikasi Mantap	General Aspect
aplikasi tdk terbuka	Functionality and Perfomance
loading Terlalu lama	Functionality and Perfomance
aplikasi ga bisa2 dibuka	Functionality and Perfomance
aplikasi error	Functionality and Perfomance
Sertifikat vaksin hilang	Functionality and Perfomance
APLIKASI BURUK	General Aspect
aplikasi mempermudah	User Experince
akses ga bisa	Functionality and Perfomance
Pelayanan berbelit belit	User Experince
App gk guna	User Experince
pelayanannya terus ditingkatkan	Out of Aspect
Pemerintah Indonesia bobrok	Out of Aspect
ngebuka lama bgt	Functionality and Perfomance
Aplikasi cukup lengkap	User Experince
masuk ga berhasil	Functionality and Perfomance
APLIKASI DELETE AJA	General Aspect
aplikasi kebanyakan promosi	User Experince
apk gak secepat dulu	Functionality and Perfomance
pelayanannya sangat puas	Out of Aspect
cek pajak kendaraan ga bisa	Functionality and Perfomance
koneksi gagal terhubung	Functionality and Perfomance
scan QR gk terdaftar semua	Functionality and Perfomance
server Parah	General Aspect
masuk belom bisa	Functionality and Perfomance
Server gangguan mulu	Functionality and Perfomance
Aplikasinya gak jelas	General Aspect
Aplikasi sangat berguna	User Experince
aplikasi makin lambat	Functionality and Perfomance
aplikasi gak bisa dibuka	Functionality and Perfomance
sistem onlinenya ribet	User Experince
Apl tidak membantu	General Aspect
masuk gabisa	Functionality and Perfomance
Apk butut	General Aspect
login error teruss	Functionality and Perfomance
verifikasi 3 kali gagal	Functionality and Perfomance
update fitur scan barcode buat check in dan check outnya kok ga ada	Support and Updates
laporan tidak ada yg merespon	Support and Updates
server gagal terhubung	Functionality and Perfomance
verifikasi email gada kode sama sekali	Functionality and Perfomance
dibuka tidak bisa	Functionality and Perfomance
sistem gabisa di pencet	Functionality and Perfomance
sistem terlalu sibuk	Functionality and Perfomance
Data hilang	Security
ngecek pajak kendaraan nggak bisa -bisa	Functionality and Perfomance
login di persulit	Functionality and Perfomance
akses Lancar	Functionality and Perfomance
aplikasi nggak bisa di rotate	Functionality and Perfomance
aplikasi macet	Functionality and Perfomance
komitmen penggunaan layanan masih kurang	Out of Aspect
laporan ga bs	Functionality and Perfomance
respon membingungkan	User Experince
milih tema tapiga bisa d pilih	Functionality and Perfomance
nyari data izin edar ga bisa	Functionality and Perfomance
otp ga masuk2	Functionality and Perfomance
klik simpan tidak bisa	Functionality and Perfomance
Pelayanan baik	Out of Aspect
APLIKASI Error	Functionality and Perfomance
komplain tdk ad respon	Out of Aspect
Pelayanan cepat	Out of Aspect
password tulisannya bisa di munculin	Security
aplikasi Jangan instal	Functionality and Perfomance
aplikasi taii	General Aspect
hasil scan barkodnya sangat lama	Functionality and Perfomance
aplikasi tolong diperbaiki	Functionality and Perfomance
login gaiso	Functionality and Perfomance
Loading lemot	Functionality and Perfomance
server tidak dapat terhubung	Functionality and Perfomance
didownload tidak bisa	Functionality and Perfomance
apk Gak jelas	General Aspect
Aplikasi ga jelas	General Aspect
aplikasi Sangat membatu sekali	User Experince
error sering	Functionality and Perfomance
absen online Sering ada masalah	Functionality and Perfomance
Aplikasi keren	General Aspect
server speknya kentang	Functionality and Perfomance
tempatnya nyaman bgt	Out of Aspect
tampilan mudah d mengerti	User Interface
apk gak secepat dulu	Functionality and Perfomance
Admin fast respon	Out of Aspect
dibuka ga bisa	Functionality and Perfomance
aplikasinya agak lama	Functionality and Perfomance
aplikasi tidak membatu	General Aspect
klik go bisa2	Functionality and Perfomance
aksesnya cepet	Functionality and Perfomance
scan QRnya Mohon perbaiki	Functionality and Perfomance
update makin sulit	Support and Updates
Pelayanannya sangat memuaskan	Out of Aspect
buka g bisa	Functionality and Perfomance
Aplikasi error	Functionality and Perfomance
keterangan tidak di temukan	Functionality and Perfomance
update muncul layar putih	Support and Updates
data salah	Security
pake Ga bisa	Functionality and Perfomance
cek muter2 terus	Functionality and Perfomance
pembaruan tidak bisa dibuka	Support and Updates
aplikasi Sangat terbantu	User Experince
aplikasi problematik	User Experince
masuk aplikasi Tidak bisa	Functionality and Perfomance
apk problem	Functionality and Perfomance
aplikasi sagat berat	User Experince
CS slow respon	Out of Aspect
app gak becus	General Aspect
mengunduh gak bisa	Functionality and Perfomance
Scan barcodenya terlalu cepat	Functionality and Perfomance
App ga jelas	General Aspect
cek Lama sekali	Functionality and Perfomance
aplikasinya gak berfungsi	Functionality and Perfomance
masuk akun blm terdaftar	Functionality and Perfomance
cek pajak kendaraan susah	User Experince
Scan qr code tdk diketahui	Functionality and Perfomance
manfaat Nga ada	User Experince
apk menyusahkan	User Experince
Aplikasi tidak dapat terkoneksi ke server	Functionality and Perfomance
loading masuknya lama bnerrr	Functionality and Perfomance
scan muter muter	Functionality and Perfomance
daftar ga bisa2	Functionality and Perfomance
Aplikasi Rusak	Functionality and Perfomance
Fitur highlight-nya membantu	Functionality and Perfomance
aplikasi tidak bisa bantu pelaporan	User Experince
cek error	Functionality and Perfomance
wifinya sering error	Functionality and Perfomance
layanan aduan dipercepat respon nya	Out of Aspect
Aplikasi RIBET	User Experince
presensi tidak bisa digunakan	Functionality and Perfomance
manfaat tidak ada	General Aspect
login kadang eror	Functionality and Perfomance
cek lola	Functionality and Perfomance
Aplikasi Bermanfaat	User Experince
Aplikasi gabisa cek	Functionality and Perfomance
troble Sering	Functionality and Perfomance
Aplikasi lemot	Functionality and Perfomance
daftar Susah	User Experince
VERSI BARU RIBET	User Experince
server Tidak ada koneksi	Functionality and Perfomance
akses tidak bisa	Functionality and Perfomance
aplikasi dipaksakan untuk di publish	Functionality and Perfomance
aplikasi rugi bgt	General Aspect
Aplikasi eror mulu	Functionality and Perfomance
Akun tidak bisa terdaftar	Functionality and Perfomance
bercode tidak membaca	Functionality and Perfomance
Aplikasi stuck di pilihan tema	Functionality and Perfomance
Servernya down	Functionality and Perfomance
daftar susah	Functionality and Perfomance
update data g bisa	Functionality and Perfomance
pilihan kategori tidak juga mincul	User Experince
aplikasi Sangat Buruk	General Aspect
Server zonk	General Aspect
Aplikasi butut	Functionality and Perfomance
APLIKASI GAK GUNA	General Aspect
apknya dibuka lama sekali	General Aspect
daftar tidak bisa	Functionality and Perfomance
aplikasi ga bsa di pake	Functionality and Perfomance
scan produk ga di kenali	Functionality and Perfomance
loading lamaaaa bgt	Functionality and Perfomance
loading gk sudah2	Functionality and Perfomance
Aplikasi sangat bermanfaat	General Aspect
developer jelek	Support and Updates
instal tidak bisa di gunakan	Functionality and Perfomance
Scan qr code lama	Functionality and Perfomance
kirim email ga selesai-selesai	Functionality and Perfomance
login Gabsa	Functionality and Perfomance
cek Lama kali	Functionality and Perfomance
aplikasi sampah	General Aspect
loding mulu	Functionality and Perfomance
aplikasi gak muncul	Functionality and Perfomance
daftarnya lebih simple	User Experince
login gabisa	Functionality and Perfomance
nge scan Muter terus	Functionality and Perfomance
dipake Gak bisa	Functionality and Perfomance
aplikasinya Sangat perlu diperbaiki	General Aspect
pelayanan pemerintah semakin baik	Out of Aspect
cek bayar biaya pajak eror	Functionality and Perfomance
Aplikasi unfaedah	General Aspect
Aplikasi tidak bisa ngecek	Functionality and Perfomance
Aplikasi kebanyakan erornya	Functionality and Perfomance
petugas IT lama memperbaiki apk sama web	Support and Updates
lapor gabisa	Functionality and Perfomance
apk gk jelas banget	General Aspect
Sertifikat vaksin hilang	Functionality and Perfomance
Aplikasi gak guna	Out of Aspect
aplikasi gak singkron	Functionality and Perfomance
updating has problems	Support and Updates
apk busuk	Functionality and Perfomance
aplikasi Sangat terbantu	User Experince
update gk bisa dbuka	Support and Updates
fitur laporan Percuma	User Experince
